job_title,employee_residence,company_location,experience_level,employment_type,salary_in_usd,salary_log1p
Systems Engineer,US,US,SE,FT,234000,12.36308066783498
Data Analyst,IE,IE,SE,FT,142444,11.866711239274935
AI Engineering Manager,GB,GB,SE,FT,268750,12.501540579347319
Data Scientist,US,US,MI,FT,210400,12.256770512686108
Engineer,US,US,SE,FT,166500,12.022756594390605
Data Engineer,US,US,SE,FT,198000,12.19602736016897
Product Specialist,US,US,MI,FT,116700,11.667370387218226
ETL Engineer,US,US,MI,FT,60300,11.007103966325696
Associate,US,US,MI,FT,158500,11.973516181427835
Data Scientist,US,US,EN,FT,65000,11.082157933374816
Analytics Lead,US,US,SE,FT,220000,12.301387370778713
Machine Learning Scientist,US,US,SE,FT,145400,11.887250721636997
Software Engineer,US,US,MI,FT,150000,11.918397239722838
Data Analyst,US,US,EN,FT,99000,11.502885230075814
Engineer,US,US,SE,FT,171000,12.049424683420915
Solutions Engineer,US,US,SE,FT,214000,12.273735966890268
Data Analyst,US,US,SE,FT,125000,11.736077016252437
AI Specialist,US,US,SE,FT,131040,11.78326553031541
Analyst,US,US,SE,FT,76000,11.23850177707664
Data Engineer,US,US,EN,FT,80000,11.289794413577894
Engineer,US,US,MI,FT,169813,12.042458999401681
Technical Lead,US,US,SE,FT,125600,11.74086549476798
Data Engineer,US,US,SE,FT,158600,11.974146893333247
AI Engineer,US,US,SE,FT,440000,12.994532278619134
Business Analyst,LT,LT,EN,FT,36266,10.498663515870101
Analytics Engineer,US,US,MI,FT,217000,12.28765724080691
Machine Learning Engineer,US,US,SE,FT,211500,12.261985005589679
Data Engineer,US,US,EX,FT,281800,12.54895642705646
Data Scientist,US,US,SE,FT,180393,12.10289862663405
Data Management Analyst,US,US,SE,FT,167200,12.026951960476097
Data Analyst,US,US,SE,FT,212000,12.264346270624157
Data Integration Specialist,US,US,MI,FT,75000,11.225256725762893
Manager,US,US,EX,FT,120000,11.695255355062795
Research Scientist,US,US,SE,FT,389500,12.87262171168374
Data Engineer,GB,GB,EN,FT,50000,10.819798284210286
Business Intelligence Developer,CA,CA,MI,FT,85839,11.36024037730458
Data Analyst,US,US,EN,FT,112140,11.627512287062551
Developer,US,US,MI,FT,50000,10.819798284210286
Data Analyst,US,US,SE,FT,150000,11.918397239722838
Data Engineer,US,US,MI,FT,156000,11.957617696467539
Product Owner,US,US,MI,FT,115000,11.652696102959753
Applied Scientist,US,US,SE,FT,214000,12.273735966890268
Data Quality Analyst,US,US,EN,FT,151770,11.930128084849825
Data Scientist,US,US,SE,FT,136300,11.822620954414864
Data Scientist,US,US,SE,FT,242000,12.396697137361691
Solutions Engineer,US,US,SE,FT,176000,12.07824495582233
Data Scientist,GB,GB,SE,FT,99759,11.510522580353918
Data Architect,US,US,SE,FT,167500,12.02874460037869
Data Scientist,CA,CA,SE,FT,103691,11.5491802456294
Applied Scientist,CA,CA,MI,FT,83600,11.33381076072374
Data Scientist,US,US,MI,FT,79154,11.279163234507878
Research Scientist,US,US,EN,FT,47500,10.768506042432708
Data Engineer,US,US,SE,FT,135300,11.815257205114566
AI Engineer,US,US,MI,FT,65000,11.082157933374816
Machine Learning Researcher,US,US,SE,FT,170700,12.047668766996187
Manager,US,US,MI,FT,378700,12.844502254499021
AI Engineer,US,US,EN,FT,90000,11.407576060361786
Data Engineer,US,US,SE,FT,160926,11.988706124993348
Data Analyst,US,US,SE,FT,73613,11.206590504019237
Solutions Architect,US,US,SE,FT,124800,11.734475747705874
Data Engineer,US,US,EN,FT,80000,11.289794413577894
Manager,US,US,SE,FT,335720,12.724035736865032
Data Analyst,US,US,SE,FT,86700,11.370220696727491
BI Engineer,US,US,MI,FT,74100,11.21318430646977
Decision Scientist,US,US,SE,FT,100000,11.51293546492023
Data Architect,US,US,SE,FT,101400,11.52683823202353
Data Engineer,US,US,SE,FT,196685,12.18936382746691
Data Scientist,US,US,SE,FT,248520,12.423282627990556
Data Scientist,US,US,SE,FT,183456,12.119735586591561
Business Intelligence Developer,US,US,SE,CT,100000,11.51293546492023
Data Engineer,US,US,SE,FT,124000,11.728044909070785
Data Specialist,US,US,EN,FT,77900,11.263194068746921
Data Scientist,US,US,SE,FT,170700,12.047668766996187
Software Engineer,US,US,SE,FT,126500,11.748005492256807
Data Engineer,US,US,MI,FT,61625,11.02883913839386
AI Engineer,US,US,SE,FT,196350,12.187659152939457
Data Scientist,US,US,MI,FT,88900,11.395278670032656
Engineer,GB,GB,EN,FT,56250,10.937579097686422
Data Engineer,US,US,SE,FT,187200,12.139938184891703
Machine Learning Engineer,US,US,SE,FT,235000,12.367345048436391
Research Scientist,US,US,SE,FT,245400,12.41064888623027
Engineer,US,US,SE,FT,110000,11.608244735642321
AI Scientist,US,US,EX,FT,200000,12.206077645517674
Engineer,US,US,MI,FT,167200,12.026951960476097
Data Scientist,US,US,SE,FT,143525,11.874271482438843
Full Stack Engineer,DE,DE,SE,FT,75789,11.235721636806074
Data Scientist,US,US,SE,FT,150385,11.920960601058805
Systems Engineer,US,US,SE,FT,128350,11.762523977464884
Analyst,US,US,EN,FT,144050,11.877922682522595
Data Governance,US,US,EX,FT,372000,12.826651821423713
Data Scientist,US,US,SE,FT,194500,12.178192583415596
Data Governance,US,US,SE,FT,137000,11.827743504053695
Data Engineer,US,US,MI,FT,92000,11.429554725537322
Engineer,US,US,MI,FT,153925,11.944227246428763
AI Engineer,US,US,MI,FT,220000,12.301387370778713
Data Engineer,US,US,SE,FT,88275,11.38822354896805
Data Analyst,US,US,EN,FT,92000,11.429554725537322
Business Intelligence Engineer,US,US,MI,FT,118414,11.681950682596835
Data Engineer,US,US,MI,FT,109700,11.605513761992055
Data Scientist,US,US,SE,FT,130000,11.775297421715827
Cloud Database Engineer,US,US,SE,FT,96200,11.474195031610165
Data Analyst,US,US,EN,FT,51500,10.849356503939038
Analytics Engineer,US,US,SE,FT,200000,12.206077645517674
Data Scientist,US,US,EN,FT,65600,11.091346218718432
Machine Learning Engineer,GB,GB,MI,FT,92280,11.432593548813283
Machine Learning Engineer,US,US,EN,FT,130000,11.775297421715827
Data Engineer,CA,CA,SE,FT,85714,11.35878311844158
Data Analyst,US,US,SE,FT,101880,11.531560744514401
Manager,US,US,MI,FT,60300,11.007103966325696
Data Analyst,US,US,MI,FT,163200,12.002737848944351
Data Analyst,US,US,MI,FT,55350,10.921450004820915
Data Analytics Specialist,US,US,MI,FT,48000,10.778977123006351
Business Intelligence Analyst,US,US,SE,FT,123000,11.719947764402807
Product Manager,US,US,SE,FT,385000,12.861001210669146
Research Associate,US,US,MI,FT,87741,11.38215596908088
Analyst,US,US,EN,FT,85000,11.350418300109132
Software Engineer,CA,CA,SE,FT,180714,12.104676483649802
Full Stack Engineer,US,US,SE,FT,224000,12.319405795112926
Lead Engineer,US,US,SE,FT,171500,12.052344376474922
Data Scientist,IE,IE,SE,FT,171250,12.05088559552348
Product Manager,US,US,SE,FT,196000,12.185875040240456
Software Engineer,US,US,EX,FT,204000,12.225880174775122
Data Scientist,US,US,SE,FT,138000,11.835016210489899
Data Scientist,CA,CA,EN,FT,216500,12.285350445351659
Manager,US,US,EX,FT,129840,11.774065903945628
Data Analyst,US,US,MI,FT,175100,12.073118229279908
Data Analyst,US,US,SE,FT,51962,10.85828720583839
Manager,US,US,SE,FT,130000,11.775297421715827
Product Manager,US,US,MI,FT,112298,11.628920235967385
Engineer,US,US,SE,FT,165000,12.013706813470414
Architect,US,US,SE,FT,123000,11.719947764402807
Analyst,US,US,EX,FT,80000,11.289794413577894
AI Engineer,US,US,MI,FT,165600,12.017336559562407
Software Engineer,US,US,SE,FT,260150,12.469017510647252
Manager,US,US,SE,FT,133900,11.804855999911272
Engineer,US,US,SE,FT,101300,11.525851561856362
Business Analyst,US,US,EN,FT,52500,10.868587496017359
Data Engineer,US,US,SE,FT,357600,12.787173118698167
Manager,US,US,SE,FT,165490,12.01667209165592
Research Analyst,US,US,EN,FT,72000,11.184435286790631
Software Engineer,US,US,MI,FT,177000,12.083910661257521
Engineering Manager,US,US,MI,FT,182240,12.113085265935489
Manager,US,US,MI,FT,230000,12.345838935721968
Engineer,US,US,MI,FT,92880,11.439074382894347
Data Analyst,US,US,EN,FT,142000,11.863589378812122
Data Scientist,US,US,SE,FT,137049,11.828101101730931
Data Reporting Analyst,US,US,EN,FT,106100,11.572146749628347
Machine Learning Scientist,US,US,MI,FT,107200,11.582460855933538
Engineer,US,US,MI,FT,138000,11.835016210489899
Data Analyst,DE,DE,MI,FT,59382,10.991763269102854
Software Engineer,US,US,MI,FT,160130,11.98374750922302
Data Engineer,US,US,MI,FT,76000,11.23850177707664
AI Developer,US,US,MI,FT,104200,11.554077005184336
Analytics Lead,US,US,SE,FT,125760,11.742138559285364
Data Analytics Specialist,US,US,EN,FT,116500,11.665655135642039
Data Engineer,US,US,SE,FT,178600,12.092909546513004
Research Scientist,US,US,SE,FT,123800,11.726430716744437
Full Stack Engineer,US,US,SE,FT,243400,12.402465567990559
Manager,US,US,MI,FT,231000,12.35017731849889
Product Analyst,US,US,EN,FT,48000,10.778977123006351
AI Engineer,US,US,SE,FT,118450,11.682254651932046
Machine Learning Scientist,US,US,SE,FT,194000,12.175618592671356
Business Analyst,US,US,EN,FT,78200,11.267037714175425
Machine Learning Engineer,US,US,MI,FT,150450,11.921392728762589
BI Developer,US,US,MI,FT,130000,11.775297421715827
Manager,CA,CA,SE,FT,325000,12.691583538230217
Data Analyst,US,US,MI,FT,66327,11.102367409796054
Analyst,CA,CA,EN,FT,76800,11.248972939884327
Business Intelligence Engineer,CA,CA,SE,FT,120900,11.70272730786727
Data Engineer,US,US,MI,FT,89000,11.39640288460621
Engineer,US,US,SE,FT,102000,11.532737896139919
Analytics Specialist,US,US,SE,FT,119400,11.690242855114947
Data Engineer,US,US,SE,FT,338270,12.731602628363094
Software Engineer,US,US,MI,FT,142140,11.864574801673431
MLOps Engineer,US,US,MI,FT,185000,12.128116509451258
Product Manager,US,US,MI,FT,243000,12.400820837540556
Systems Engineer,US,US,SE,FT,130000,11.775297421715827
Engineer,US,US,SE,FT,247600,12.419573858556635
Engineer,US,US,EN,FT,94050,11.451592467314862
Site Reliability Engineer,US,US,MI,FT,160000,11.982935344196433
Software Engineer,CA,CA,SE,FT,180000,12.100717685412471
Product Manager,CA,CA,SE,FT,269000,12.502470376049185
Data Reporting Analyst,US,US,SE,FT,58542,10.977516805943385
Engineer,US,US,SE,FT,275000,12.524530013005734
Software Engineer,US,US,EN,FT,128000,11.759793355371237
Data Analyst,US,US,MI,FT,145500,11.8879382384223
Associate,US,US,MI,FT,134198,11.807079051927127
Analyst,CA,CA,MI,FT,159000,11.976665770490767
Developer,US,US,SE,FT,84600,11.345701365855424
Data Manager,GB,GB,MI,FT,80936,11.301426353250735
Business Intelligence Developer,US,US,MI,FT,100000,11.51293546492023
BI Developer,US,US,SE,FT,113840,11.642558016983761
Security Engineer,US,US,SE,FT,234000,12.36308066783498
Analytics Engineer,US,US,MI,FT,203065,12.221286328335555
Analyst,US,US,SE,FT,127143,11.753075581376656
Engineer,US,US,MI,FT,107000,11.580593459194764
Data Analyst,US,US,EN,FT,61600,11.028433383156079
Machine Learning Engineer,GB,GB,MI,FT,200000,12.206077645517674
Data Scientist,US,US,SE,FT,191500,12.162648309521318
Engineer,US,US,SE,FT,149000,11.91170829631447
ML Infrastructure Engineer,GB,GB,SE,FT,287500,12.568981617474362
Analytics Engineer,US,US,SE,FT,188000,12.144202560946876
Full Stack Developer,CA,CA,SE,FT,78571,11.271770680854168
Analytics Engineer,US,US,MI,FT,153000,11.938199736300925
Engineer,US,US,SE,FT,178200,12.09066740567538
Data Scientist,US,US,MI,FT,90000,11.407576060361786
Data Scientist,US,US,SE,FT,200000,12.206077645517674
Analyst,US,US,MI,FT,79800,11.287291314687705
Data Architect,US,US,SE,FT,168400,12.034103319015012
Data Analyst,SK,SK,EN,FT,28105,10.24373835566069
Software Developer,US,US,MI,FT,137000,11.827743504053695
Data Engineer,US,US,EX,FT,194600,12.178706587466984
Data Analyst,US,US,MI,FT,82560,11.321292693045136
Machine Learning Scientist,US,US,MI,FT,250000,12.429220196836383
Machine Learning Engineer,US,US,SE,FT,169230,12.039019924502442
Data Engineer,US,US,EN,FT,95000,11.461642696843066
Machine Learning Engineer,US,US,SE,FT,112986,11.635028046828593
Data Engineer,US,US,EN,FT,215197,12.279313813546283
Machine Learning Scientist,US,US,MI,FT,138900,11.841516728140565
Data Scientist,US,US,SE,FT,152150,11.932628727764905
QA Engineer,US,US,MI,FT,280200,12.543262481758047
Data Modeler,US,US,SE,FT,147100,11.898874704662955
Machine Learning Engineer,US,US,SE,FT,281500,12.547891278953442
Data Governance Lead,US,US,SE,FT,235620,12.369979860912995
Engineer,LT,LT,MI,FT,88421,11.389876086441317
Data Scientist,US,US,SE,FT,138000,11.835016210489899
Data Engineer,US,US,EN,FT,62000,11.034905792929415
Engineer,US,US,SE,FT,100650,11.519414366438353
Decision Scientist,GB,GB,SE,FT,125000,11.736077016252437
Computer Vision Engineer,US,US,SE,FT,280000,12.54254845357358
Product Manager,US,US,SE,FT,197000,12.190964083849375
Data Scientist,AT,AT,EN,FT,42866,10.66585757813708
Backend Engineer,US,US,SE,FT,220000,12.301387370778713
Software Engineer,US,US,SE,FT,160400,11.985432208809083
Data Scientist,US,US,SE,FT,89180,11.398423291395119
Decision Scientist,US,US,SE,FT,120750,11.701485853054026
Machine Learning Infrastructure Engineer,US,US,SE,FT,171600,12.052927293524847
Data Analyst,US,US,MI,FT,108000,11.58989576532275
Decision Scientist,GB,GB,SE,FT,187500,12.141539457711714
Research Assistant,US,US,MI,FT,82500,11.320565693461432
Data Scientist,US,US,MI,FT,127300,11.754309639974188
Software Engineer,US,US,MI,FT,97300,11.485564545613576
Data Analyst,GB,GB,EN,FT,58717,10.98050160276284
Manager,US,US,SE,FT,128500,11.763691965388299
Engineering Manager,US,US,MI,FT,225000,12.323860125621126
Software Engineer,US,US,SE,FT,111000,11.6172944892629
Data Analyst,US,US,MI,FT,132759,11.796298265833912
Data Engineer,US,US,SE,FT,146400,11.894104711087113
Machine Learning Manager,CA,CA,SE,FT,117104,11.6708262472225
Data Engineer,US,US,SE,FT,60000,11.002116507732017
Data Engineer,US,US,SE,FT,223000,12.314931534737134
Data Engineer,GB,GB,MI,FT,68750,11.13824656087758
Software Engineer,US,US,EN,FT,79700,11.286037411751035
Data Engineer,US,US,EN,FT,66000,11.097425172408931
Engineering Manager,US,US,MI,FT,389500,12.87262171168374
Machine Learning Engineer,US,US,SE,FT,102783,11.54038497786638
Executive,US,US,EX,FT,130900,11.782196591288216
Engineer,CA,CA,SE,FT,115384,11.65602964193868
Product Manager,US,US,MI,FT,207800,12.244336169955224
Data Architect,US,US,SE,PT,96600,11.478344372113902
Analytics Engineer,US,US,MI,FT,134000,11.80560254159177
Manager,US,US,EN,FT,218000,12.292254928916668
Data Engineer,US,US,SE,FT,141000,11.856522261533737
MLOps Engineer,US,US,SE,FT,220000,12.301387370778713
AI Specialist,US,US,MI,FT,128460,11.76338063530585
Data Analyst,CA,CA,SE,FT,70000,11.156264806643742
Systems Engineer,US,US,MI,FT,60400,11.008760940077243
Data Strategist,US,US,EN,FT,135000,11.813037464800539
Data Engineer,US,US,SE,FT,244000,12.404927602627597
Research Engineer,AU,AU,SE,FT,111155,11.618689899042028
Data Specialist,US,US,MI,FT,165000,12.013706813470414
Machine Learning Engineer,US,US,SE,FT,290700,12.580050526513531
Data Quality Manager,US,US,SE,FT,117000,11.669937760751914
Analytics Engineer,US,US,SE,FT,189000,12.149507585033072
Engineer,US,US,SE,FT,158900,11.97603664577121
Data Analyst,US,US,EN,FT,116200,11.663076729214897
Platform Engineer,US,US,MI,FT,97300,11.485564545613576
Manager,US,US,SE,FT,219800,12.300477870531845
Computer Vision Engineer,US,US,EN,FT,100000,11.51293546492023
Analyst,US,US,SE,FT,116750,11.667798740804955
Data Manager,US,US,MI,FT,134000,11.80560254159177
Data Engineer,US,US,MI,FT,143800,11.876185678347824
Engineer,US,US,MI,FT,62000,11.034905792929415
Quantitative Developer,US,US,SE,FT,320000,12.676079399771027
Data Analytics Manager,US,US,SE,FT,200000,12.206077645517674
Developer,US,US,SE,FT,183300,12.118884889350285
Software Engineer,US,US,MI,FT,222007,12.31046869624117
Decision Scientist,US,US,SE,FT,126400,11.747214672056005
Software Engineer,US,US,SE,FT,220500,12.303657509006147
Data Architect,US,US,SE,FT,131631,11.787765429408712
Systems Engineer,US,US,SE,FT,227950,12.336885972558923
Data Engineer,US,US,EX,FT,220000,12.301387370778713
Data Operations Manager,US,US,MI,FT,221000,12.30592250537653
Machine Learning Engineer,US,US,SE,FT,202900,12.220473454337986
Data Scientist,US,US,MI,FT,110000,11.608244735642321
Algorithm Developer,US,US,SE,FT,190000,12.154784614286667
Data Engineer,US,US,MI,FT,143500,11.874097282798648
Data Architect,US,US,SE,FT,220000,12.301387370778713
Data Engineer,US,US,SE,FT,173700,12.065090709265014
Machine Learning Engineer,US,US,SE,FT,133300,11.80036500801413
Data Engineer,US,US,MI,FT,257984,12.460656722678703
Machine Learning Engineer,US,US,SE,FT,180000,12.100717685412471
Analytics Engineer,NG,NG,SE,FT,50000,10.819798284210286
Data Analyst,US,US,SE,FT,182400,12.113962839063479
Data Scientist,US,US,EN,FT,93260,11.443157293015526
Data Analyst,US,US,SE,FT,168300,12.033509321931893
Data Scientist,US,US,SE,FT,222480,12.312596983683793
Machine Learning Engineer,US,US,SE,FT,259341,12.465902932957151
Engineer,US,US,SE,FT,189110,12.150089423234999
Engineer,US,US,SE,FT,252900,12.440753386782307
AI Engineer,US,US,MI,FT,80000,11.289794413577894
Consultant,US,US,SE,FT,135800,11.81894585784987
Engineer,US,US,SE,FT,118736,11.684666242219995
Data Scientist,US,US,SE,FT,90710,11.415433907691098
Systems Engineer,US,US,EN,FT,200000,12.206077645517674
Data Operations Analyst,US,US,EN,FT,75000,11.225256725762893
Staff Machine Learning Engineer,US,US,SE,FT,185000,12.128116509451258
AI Scientist,US,US,MI,FT,127600,11.756663486852712
Manager,US,US,SE,FT,151000,11.92504173829169
Machine Learning Engineer,IE,IE,MI,FT,100000,11.51293546492023
Data Management Analyst,CA,CA,EN,FT,56300,10.938467575959383
Analyst,US,US,MI,FT,85000,11.350418300109132
Research Scientist,US,US,MI,FT,135000,11.813037464800539
Systems Engineer,US,US,MI,FT,170000,12.04355959836804
Data Engineer,US,US,MI,FT,164000,12.00762780434872
Data Engineer,US,US,SE,FT,84600,11.345701365855424
Data Scientist,US,US,SE,FT,297300,12.602500372586318
Lead Engineer,US,US,SE,FT,104500,11.556951919719207
Data Scientist,US,US,MI,FT,153300,11.940158587995837
Data Engineer,NL,NL,MI,FT,78947,11.276544686873999
Data Analyst,CA,CA,MI,FT,140000,11.849404844423074
Software Engineer,US,US,SE,FT,177688,12.087790110144569
Software Engineer,US,US,SE,FT,430000,12.971542813248437
Manager,US,US,SE,FT,238000,12.380030154325457
Machine Learning Scientist,US,US,EX,FT,183400,12.11943029135234
Software Engineer,US,US,MI,FT,157043,11.964281299843481
Software Engineer,US,US,MI,FT,172931,12.060653732626362
Analytics Engineer,CA,CA,SE,FT,209990,12.254819951638355
AI Architect,US,US,SE,FT,272400,12.51503052432271
Applied Scientist,CA,CA,MI,FT,159600,11.980432229642377
Data Analyst,US,US,EN,FT,62571,11.04407317268166
Software Development Engineer,LV,LV,SE,FT,55578,10.925560711051151
Analytics Engineer,US,US,SE,FT,84600,11.345701365855424
Data Analyst,US,US,SE,FT,121000,11.703554089007538
Data Engineer,US,US,SE,FT,181300,12.107913912447533
Software Developer,US,US,SE,FT,312200,12.651402490133291
Applied Scientist,US,US,SE,FT,196000,12.185875040240456
Machine Learning Engineer,US,US,MI,FT,130000,11.775297421715827
Data Scientist,US,US,SE,FT,191475,12.162517753378074
Data Scientist,US,US,MI,FT,130000,11.775297421715827
